"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
94,656457,"Gilbert, Tyler",95,98.9,0.389,0.5,0.385,0.889,0.565,0.497,0.343,7,18,93.4,9.5,2230,85.9,85.69,7,42,52,-0.20000000000000284,6.17,110,147,118,146,293,321,300,"-4.16","4.16","70.2","7.4","5.15717882",22,15,2,3,0,2,3,13.6,4,18.2,2.80394,0.32085,0.24468,-0.15085,"94.1",157,46.666666666666664,20,13.636363636363635,4.86,3.75,-0.22,2.02,0.5,3,"4.425531915",0.462,0.729,"-4.425531915",0.046,0.03799999999999998,0.16,0.068,16.7,"12.1",7.7224149928975425,-3.7864528499261976,32.96884000079114,0.4878048780487805,36.27057959032058,31.904948698154737
94,605154,"Brebbia, John",94,100,0.333,0.333,0.294,0.667,0.424,0.414,0.317,7,21,89.5,22.2,2391,87.4,88.67,9,53,41,1.2999999999999972,6.6,114,145,125,150,303,333,303,"-2.517","2.517","71.4","7.3","0.833905283",21,19,4,1,0,2,2,9.5,0,0,2.19596,0.75883,-0.00819,-0.12543,"93.0",218,42.10526315789473,10.526315789473683,9.523809523809524,5.73,-1.98,-0.29,2.38,0.333,2,"2.677659574",0.317,0.673,"-2.677659574",0.016,0.016000000000000014,-0.006,0.01,17,"39.4",10.123811146758202,-3.216318952170388,30.306523003041242,0.4423076923076923,37.25881232981841,32.69932877400924
94,672629,"Carrillo, Gerardo",98,95.9,0.238,0.048,0.333,0.286,0.288,0.252,0.205,5,21,78.8,1.5,2048,92,92.62,10,44,50,0.5999999999999943,6.57,116,146,118,151,296,315,286,"1.146","-1.146","67.5","7.4","7.259168532",25,15,4,1,0,0,6,24,4,16,2.2466,0.46479,0.45707,-0.26467,"89.8",129,13.333333333333334,0,0,5.35,-2.62,-0.18,2.29,0.36,0,"-1.219148936",0.333,0.224,"1.219148936",0.033,0.02699999999999997,0.062,0.036,22.7,"34.5",13.504711533740878,-7.217038520552759,32.258613125935476,0.36363636363636365,38.00585889579717,34.70728418126808
94,678868,"Yean, Eddy",94,100,0.148,0.185,0.136,0.333,0.236,0.267,0.222,4,27,87.6,16.3,2252,94,94.71,5,45,49,0.7000000000000028,6.46,112,147,116,151,304,330,305,"1.929","-1.929","70.4","7.1","0.888096492",29,23,1,2,0,1,4,13.8,2,6.9,2.16936,0.40138,0.80851,-0.3483,"91.2",162,30.434782608695656,4.3478260869565215,3.4482758620689653,5.53,-1.64,-0.02,2.26,0.207,1,"-2.05212766",0.276,0.324,"2.05212766",-0.074,-0.06900000000000003,0.009,-0.031,11.1,"31.9",7.8635744887047245,-0.3317945579048036,33.800466075523886,0.5555555555555556,37.18784251773975,30.41003150214858
92,641656,"Hamilton, Ian",92,100,0.3,0.1,0.375,0.4,0.355,0.341,0.306,6,20,93,-1,1771,89.7,88.68,12,42,50,-1,5.66,105,143,117,143,306,322,300,"-1.793","1.793","70.7","7.4","4.461636808",23,16,4,2,0,0,4,17.4,3,13,2.26261,0.58489,0.38411,0.091,"94.1",154,50,0,0,5.82,-2.52,-0.09,2.3,0.391,0,"1.948913043",0.396,0.355,"-1.948913043",-0.006,-0.0050000000000000044,0.045,0.014,28.6,"37.5",9.350246583616126,-4.400728909656463,32.90059821746164,0.38461538461538464,35.694964527439076,33.25323848100336
92,690990,"Horton, Cade",92,100,0.167,0.125,0.158,0.292,0.235,0.283,0.249,4,24,85.8,4.2,2404,91.6,91.11,10,43,49,-0.5,6.34,116,149,112,153,296,322,302,"2.062","-2.062","69.7","7.2","2.575746573",26,20,3,0,0,1,4,15.4,2,7.7,1.90793,0.86598,0.12989,-0.14411,"91.9",99,36.84210526315789,5.263157894736842,3.8461538461538463,5.92,-2.04,-0.1,2.06,0.231,1,"-2.241304348",0.309,0.321,"2.241304348",-0.082,-0.07799999999999999,-0.029,-0.048,23.3,"52.8",5.315115411889659,-0.49577991538295596,33.66311765064804,0.4186046511627907,37.59216331796011,27.87464684263902
91,693313,"Seymour, Carson",91,100,0.478,0.217,0.5,0.696,0.523,0.478,0.415,11,23,89.6,16.8,2215,92.4,93.11,5,39,52,0.6999999999999886,6.57,105,146,118,147,300,322,302,"-4.512","4.512","69.9","6.9","2.292532365",25,21,8,2,0,1,2,8,2,8,2.35099,0.31484,0.54791,0.20484,"92.5",154,47.61904761904761,9.523809523809524,8,5.9,-2.44,-0.03,2.5,0.52,2,"4.958241758",0.461,0.662,"-4.958241758",0.063,0.059,0.034,0.045,12.8,"39.2",8.197291626173024,1.917870794423174,31.918301445586682,0.5526315789473685,34.79328161519184,29.106161533950168
90,689017,"Knack, Landon",90,100,0.3,0.65,0.154,0.95,0.518,0.425,0.255,6,20,93.7,13.2,2317,88,87.56,9,44,46,-0.4000000000000057,5.89,118,150,123,152,291,316,293,"-3.327","3.327","70.1","7.2","1.255825434",24,17,1,1,0,4,4,16.7,2,8.3,2.22544,0.73344,0.22089,-0.18444,"92.9",191,58.82352941176471,23.52941176470588,16.666666666666664,5.99,-1.13,-0.08,2.65,0.375,4,"3.696666667",0.353,0.653,"-3.696666667",0.045,0.02200000000000002,0.297,0.093,20.5,"56.4",8.372926702979992,-0.34934997271020674,29.101164492208305,0.6136363636363636,35.36291245637624,28.906452011581806
88,683627,"Molina, Anthony",88,100,0.3,0.15,0.294,0.45,0.342,0.359,0.297,6,20,81.7,0.6,2110,90.2,90.63,7,41,47,0.3999999999999915,6.28,108,146,119,149,302,328,303,"-0.431","0.431","69.0","7.3","3.46223964",21,18,5,0,0,1,2,9.5,1,4.8,2.13261,0.67483,0.39205,-0.18636,"90.8",137,33.33333333333333,5.555555555555555,4.761904761904762,6.16,-1.93,-0.15,2.17,0.333,1,"0.489772727",0.33,0.503,"-0.489772727",0.003,0.0030000000000000027,-0.053,-0.017,17.1,"47.9",9.410300736126587,-1.7360085028068688,34.98442760168686,0.45,35.53689976683997,30.4721108874087
87,664954,"Sullivan, Brett",87,100,0.357,0.25,0.333,0.607,0.417,0.38,0.331,10,28,90.1,14.4,1533,61.5,59.14,0,40,47,-2.3999999999999986,3.98,117,151,126,150,312,339,315,"-1.511","1.511","70.7","6.9",,31,28,5,4,0,1,1,3.2,2,6.5,5.01977,1.24943,0.41609,0.04299,"92.2",179,40.74074074074074,7.4074074074074066,6.451612903225806,6.55,-2.03,0.05,2.56,0.387,2,"1.736781609",0.367,0.522,"-1.736781609",0.026,0.020000000000000018,0.085,0.037,0,"36.5",9.051633164754266,-0.7821111290363876,30.40463210192178,0.5897435897435898,35.305709709144004,31.483413515690586
87,814305,"Tur, Yunior",87,100,0.6,0.65,0.643,1.25,0.765,0.618,0.442,12,20,90.8,25.6,1690,91,92.62,18,44,43,1.5999999999999943,7.25,107,147,119,145,302,327,292,"-9.29","9.29","70.3","7.3","2.61778187",24,17,6,2,1,3,3,12.5,4,16.7,2.02609,0.73943,0.16791,-0.13698,"93.4",234,41.17647058823529,29.411764705882355,20.833333333333336,5.98,-0.4,0.08,2.11,0.667,5,"10.67816092",0.535,1.004,"-10.67816092",0.158,0.132,0.246,0.147,40.9,"55.5",11.136491407017491,-3.4742282687929045,33.34607726256606,0.5909090909090909,35.37619906269584,33.42525203226841
87,689690,"Jacob, Alek",87,100,0.25,0.2,0.308,0.45,0.352,0.272,0.179,5,20,85.6,22.1,2229,80,81.04,17,45,42,1,7.27,119,149,126,152,298,324,300,"-0.066","0.066","70.6","7.4","4.164001107",23,14,3,1,0,1,6,26.1,2,8.7,3.04092,0.61276,1.4377,-0.47034,"90.7",154,35.714285714285715,7.142857142857142,4.3478260869565215,3.82,-2.89,0.1,2.47,0.348,1,"0.075862069",0.286,0.305,"-0.075862069",0.071,0.062,0.145,0.08,37.8,"-2.6",12.856579625859837,-7.458557838402578,30.08303647923966,0.3953488372093023,38.3617626820102,36.82627280065229
86,666619,"Santos, Gregory",86,100,0.263,0.211,0.278,0.474,0.363,0.376,0.327,5,19,91.6,1.7,2412,92.8,93.64,3,37,49,0.7999999999999972,6.66,112,150,121,149,288,317,296,"-1.277","1.277","72.9","7.4","0.288722292",22,18,2,2,1,0,1,4.5,3,13.6,2.26035,0.39471,0.08059,0.12624,"93.1",124,55.55555555555556,0,0,5.73,-1.66,-0.14,2.17,0.364,0,"1.484883721",0.418,0.428,"-1.484883721",-0.064,-0.05399999999999999,0.046,-0.013,8.1,"28.9",7.879618690144223,1.5553160624892515,33.08894536631707,0.45714285714285713,35.37141147080956,27.295814345019625
86,702281,"Snelling, Robby",86,100,0.278,0.222,0.267,0.5,0.398,0.371,0.261,5,18,82.5,0.7,2350,89.2,89.05,12,42,44,-0.10000000000000853,6.37,111,152,115,148,312,322,296,"-2.149","2.149","69.7","7.2","5.954228708",22,16,3,1,0,1,2,9.1,4,18.2,2.48233,0.43047,0.14576,-0.17894,"91.9",141,43.75,6.25,4.545454545454546,5.56,2.96,-0.02,2.02,0.409,1,"2.498837209",0.395,0.445,"-2.498837209",0.017,0.013999999999999957,0.055,0.027,28.6,"39.4",9.949360837852698,-2.252461848197221,35.163735317058936,0.525,36.75160497392642,32.1425165573343
86,808970,"Go, Woo-Suk",86,100,0.4,0.45,0.462,0.85,0.542,0.386,0.28,8,20,94.9,9.7,2225,90.5,90.7,11,44,42,0.20000000000000284,6.28,118,148,121,150,293,329,299,"-3.487","3.487","70.3","7.1","1.676454473",22,15,3,3,0,2,5,22.7,2,9.1,2.27163,0.51919,0.16289,-0.19711,"93.0",179,53.333333333333336,20,13.636363636363635,5.19,-1.46,0.18,2.42,0.455,3,"4.054651163",0.345,0.559,"-4.054651163",0.12,0.11000000000000004,0.291,0.156,25,"38.5",9.594635312833086,-2.425529821070217,33.16661057498591,0.45454545454545453,34.95854578706959,31.419683255956798
83,699008,"Kelly, Antwone",83,100,0.333,0.444,0.267,0.778,0.489,0.4,0.355,6,18,88.3,10.9,2174,93.9,94.41,5,46,37,0.5,6.42,118,148,120,150,305,323,299,"-2.325","2.325","70.5","7.0","2.607412241",20,17,2,2,0,2,1,5,2,10,1.81494,0.78651,0.18289,-0.20747,"90.8",172,35.294117647058826,5.88235294117647,5,5.65,-1.97,0.22,2.4,0.4,1,"2.801204819",0.419,0.494,"-2.801204819",-0.022,-0.01899999999999996,0.284,0.089,10.9,"37.8",4.482172423332358,2.970244890982944,30.057718183174202,0.43478260869565216,35.157448179461284,27.66670571789825
82,689149,"Dallas, Chad",82,100,0.188,0.063,0.214,0.25,0.233,0.211,0.149,3,16,91.2,28.9,2591,87.6,87.89,10,35,47,0.30000000000001137,6.34,112,147,112,148,300,318,294,"1.707","-1.707","65.1","7.3","7.907855835",19,14,2,1,0,0,3,15.8,2,10.5,3.01659,-0.03463,-0.62585,-0.10341,"90.7",169,35.714285714285715,0,0,5.81,-1.63,0.35,2.18,0.263,0,"-2.081707317",0.24,0.182,"2.081707317",0.039,0.02300000000000002,0.068,0.022,28.6,"52.3",8.6889545822604,2.500031897014532,32.38905285843233,0.38235294117647056,36.88873646767288,30.464877448561484
82,676510,"Hoffman, Nolan",82,100,0.375,0,0.375,0.375,0.354,0.341,0.3,6,16,81.5,14.9,2409,90,90.49,8,35,47,0.5,6.5,108,149,120,147,294,321,298,"-0.444","0.444","70.9","7.0","3.503119208",21,16,6,0,0,0,2,9.5,3,14.3,2.3872,0.44272,0.69159,-0.08354,"90.7",137,31.25,0,0,3.88,-2.4,-0.09,2.58,0.429,0,"0.541463415",0.382,0.383,"-0.541463415",0.075,0.046999999999999986,-0.008,0.013,22.9,"0.5",5.64339305580776,0.9663814138235587,33.461849706563406,0.38235294117647056,36.694329121151156,27.473330661809715
82,804619,"Klein, John",82,100,0.214,0.286,0.167,0.5,0.367,0.352,0.183,3,14,82.5,21.2,2112,90,91.01,4,39,43,1,6.82,113,141,114,143,294,314,286,"-0.153","0.153","70.5","7.1","0.406649601",19,13,1,1,0,1,2,10.5,4,21.1,2.11524,0.72012,0.68476,-0.15671,"90.6",153,38.46153846153847,7.6923076923076925,5.263157894736842,5.98,-1.39,0.14,2.22,0.368,1,"0.186585366",0.382,0.291,"-0.186585366",0.031,-0.014000000000000012,0.209,0.015,10.3,"38.6",4.940988513620119,5.380916491536693,34.55949230539872,0.5384615384615384,36.72922594986096,25.782060948370344
81,681806,"Wantz, Andrew",81,100,0.333,0.267,0.308,0.6,0.476,0.463,0.326,5,15,87,19.6,2434,90.6,90.58,6,43,38,0,6.3,109,148,116,147,306,335,300,"-2.495","2.495","71.1","7.2","2.969335143",20,14,3,1,0,1,1,5,3,15,2.03827,0.76198,0.11444,0.04753,"90.4",186,35.714285714285715,7.142857142857142,5,5.88,-1.95,0.23,2.69,0.5,1,"3.080246914",0.495,0.582,"-3.080246914",0.007,0.0050000000000000044,0.018,0.013,14,"36.5",7.225553025556001,0.5440302635042693,30.703725553766446,0.4883720930232558,37.616378425491476,28.569193120322492
80,701121,"VanWey, Logan",80,100,0.25,0,0.313,0.25,0.212,0.239,0.237,5,20,85.4,22.1,2336,89.3,89.76,10,40,40,0.5,6.79,111,145,116,145,295,321,289,"1.96","-1.96","68.8","6.9","1.426242324",22,17,5,0,0,0,5,22.7,0,0,2.15025,0.75538,0.14113,-0.38313,"93.1",169,41.17647058823529,5.88235294117647,4.545454545454546,4.87,-2.57,0.08,2.45,0.238,1,"-2.45",0.226,0.343,"2.45",0.013,0.011999999999999983,-0.093,-0.027,25,"18.5",5.192841406235953,5.447951364175667,30.450912586809267,0.3684210526315789,37.55338192787566,26.434892918136534
80,434378,"Verlander, Justin",80,100,0.353,0.353,0.333,0.706,0.471,0.474,0.365,6,17,93.5,21.6,2374,87.9,87.11,6,39,41,-0.8000000000000114,5.9,114,145,110,146,302,324,297,"-2.243","2.243","70.8","7.8","4.32919097",19,16,3,1,1,1,1,5.3,2,10.5,2.33363,0.66138,0.31825,-0.064,"94.4",172,56.25,12.5,10.526315789473683,7.09,-1.6,0.38,1.81,0.421,2,"2.80375",0.432,0.69,"-2.80375",-0.012,-0.01100000000000001,0.016,-0.003,15.4,"57.1",14.730729756318352,-10.263801973994008,33.5545984696093,0.5128205128205128,35.18719018892098,35.44724606330018
79,676105,"Criswell, Jeff",79,100,0.267,0.4,0.2,0.667,0.442,0.436,0.3,4,15,84.8,15.7,2403,90.9,91.18,10,37,42,0.29999999999999716,5.99,110,150,118,149,303,337,301,"-1.547","1.547","71.8","7.2","1.264857218",18,12,2,0,0,2,3,16.7,3,16.7,2.22709,0.49911,0.3309,-0.09218,"90.5",172,25,16.666666666666664,11.11111111111111,5.57,-2.83,0.32,2.48,0.389,2,"1.958227848",0.417,0.613,"-1.958227848",-0.033,-0.02799999999999997,0.054,0.006,27,"33.6",14.094116428148634,-4.890181472319684,31.337676639740934,0.48,34.12355475476562,33.885965410943044
79,668831,"Stallings, Garrett",79,100,0.063,0,0.091,0.063,0.127,0.215,0.168,1,16,88.6,16.1,1867,85.7,86.48,15,37,42,0.7999999999999972,6.64,118,152,128,150,298,327,300,"2.878","-2.878","69.7","7.8","6.504220159",18,11,1,0,0,0,5,27.8,2,11.1,2.56013,0.55823,0.6738,0.10291,"90.5",146,18.181818181818183,0,0,5.31,-1.58,-0.18,1.74,0.167,0,"-3.643037975",0.26,0.182,"3.643037975",-0.105,-0.093,-0.119,-0.088,40.5,"40.0",17.13990687767372,-14.527712704337379,35.89650717714601,0.4594594594594595,36.90410379135579,38.76630769688482
78,666745,"Brito, Jhony",78,100,0.211,0.211,0.214,0.421,0.289,0.256,0.206,4,19,87.2,20.1,1934,88.8,88.74,13,46,32,-0.09999999999999432,6.33,116,150,120,146,302,326,298,"1.179","-1.179","69.9","7.6","2.236666686",20,15,2,1,0,1,4,20,1,5,2.41782,0.50333,0.55603,0.17628,"91.5",165,33.33333333333333,6.666666666666667,5,6.13,-0.9,0.16,2.05,0.25,1,"-1.511538462",0.246,0.337,"1.511538462",0.005,0.0040000000000000036,0.084,0.033,28.3,"51.1",12.450671915750886,-5.257624135595289,33.47936951575541,0.5609756097560976,37.368282064288074,31.574103711191917
77,699044,"Ullola, Miguel",77,100,0.211,0.316,0.2,0.526,0.328,0.324,0.241,4,19,84.8,28.5,2469,92.8,93.99,11,37,40,1.2000000000000028,7,107,148,117,150,286,321,287,"-2.084","2.084","72.5","7.3","1.921176645",20,12,2,0,0,2,7,35,1,5,1.4026,1.26364,0.16597,-0.02753,"91.2",193,33.33333333333333,16.666666666666664,10,5.7,-1.74,0.15,2.67,0.25,2,"2.706493506",0.279,0.482,"-2.706493506",-0.03,-0.029000000000000026,0.044,0.004,29.7,"46.5",13.01024087420979,-5.177428556764539,27.35983695199272,0.4722222222222222,35.5354931089222,33.60658306526368
77,605483,"Snell, Blake",77,100,0.375,0,0.545,0.375,0.374,0.306,0.268,6,16,80.5,-8.1,2370,89.5,90.3,16,40,37,0.7999999999999972,6.71,108,151,115,149,296,311,293,"-1.631","1.631","64.8","7.5","4.989028394",18,11,6,0,0,0,5,27.8,2,11.1,2.20338,0.67727,0.02558,-0.08117,"90.3",125,18.181818181818183,0,0,6.56,1.98,-0.21,2.36,0.444,0,"2.118181818",0.35,0.314,"-2.118181818",0.107,0.09400000000000003,0.061,0.068,40,"56.6",7.950674466719025,-0.17294257329412377,32.504037274738465,0.38461538461538464,35.172383032573926,30.62799570366671
77,676596,"Fleming, Josh",77,100,0.429,0.214,0.385,0.643,0.478,0.47,0.36,6,14,92.4,9.1,1866,83.2,83.36,5,37,40,0.20000000000000284,6.5,106,141,116,145,283,321,295,"-2.314","2.314","65.7","7.0","4.023858778",18,14,5,0,0,1,1,5.6,2,11.1,3.28052,0.0696,0.44013,-0.07078,"93.4",129,64.28571428571429,7.142857142857142,5.555555555555555,5.34,3.17,0.22,2.07,0.5,1,"3.005194805",0.459,0.632,"-3.005194805",0.069,0.04099999999999998,0.011,0.008,13.5,"29.7",12.989726760682752,-7.00387638540439,36.18689362101406,0.45714285714285713,37.021291404520824,32.96149008703188
76,640451,"Harvey, Hunter",76,100,0.294,0.353,0.273,0.647,0.414,0.345,0.216,5,17,93.2,8.6,1819,92.3,92.18,7,35,41,-0.09999999999999432,6.3,115,151,112,153,297,318,300,"-3.203","3.203","69.0","7.2","1.977419198",18,13,3,0,0,2,4,22.2,1,5.6,1.90408,0.80158,0.50118,-0.27987,"92.6",128,38.46153846153847,23.076923076923077,16.666666666666664,5.79,-2.01,-0.05,2,0.333,3,"4.214473684",0.26,0.563,"-4.214473684",0.078,0.07300000000000001,0.084,0.069,20,"43.3",8.127892448704959,2.0462403462172523,32.87507467682663,0.45714285714285713,37.524408547304056,27.946897235717834
75,675919,"Raquet, Nick",75,100,0.214,0.286,0.167,0.5,0.371,0.416,0.328,3,14,88.6,20.8,2290,86,86.3,2,32,43,0.29999999999999716,6.57,109,152,122,148,293,320,293,"-0.906","0.906","68.3","7.4","0.75893751",17,13,1,1,0,1,1,5.9,2,11.8,3.0288,0.0812,-0.36493,-0.00013,"91.4",168,30.76923076923077,7.6923076923076925,5.88235294117647,5.78,1.37,-0.13,1.99,0.353,1,"1.208",0.447,0.498,"-1.208",-0.114,-0.09400000000000003,0.002,-0.045,6.3,"45.7",11.007202430569864,-3.2276167280507684,33.31794388310173,0.65625,36.03777150803275,32.242995618953984
74,621107,"Eflin, Zach",74,100,0.267,0.267,0.429,0.533,0.381,0.307,0.202,4,15,99.1,8.7,2115,86.3,86.49,12,34,40,0.20000000000000284,6.46,115,151,123,149,297,321,299,"-0.041","0.041","72.4","7.4","3.303463569",17,8,2,1,0,1,7,41.2,2,11.8,3.03216,0.07452,0.3026,-0.22534,"93.3",138,75,25,11.76470588235294,5.68,-2.1,0.35,1.83,0.353,2,"0.055405405",0.296,0.404,"-0.055405405",0.065,0.056999999999999995,0.129,0.074,35.3,"28.4",13.518166441373843,-10.254082334485323,33.698634527175535,0.47058823529411764,34.49922084545203,36.39776925097623
73,668820,"Kranick, Max",73,100,0.313,0.25,0.333,0.563,0.424,0.32,0.239,5,16,86.6,22.6,2180,89.7,90.54,11,37,36,0.7999999999999972,6.58,120,147,127,153,305,326,301,"-1.361","1.361","68.9","7.1","3.922866355",19,13,3,1,0,1,3,15.8,3,15.8,2.21356,0.64795,-0.04306,-0.01194,"90.9",185,38.46153846153847,0,0,5.86,-2.26,0.3,2.15,0.421,0,"1.864383562",0.359,0.339,"-1.864383562",0.074,0.062,0.224,0.104,29.7,"43.7",10.557124395831808,-4.165705489093275,33.294052808442956,0.5945945945945946,35.64063709616187,32.04205613582167
72,671345,"Foley, Jason",72,100,0.316,0.316,0.313,0.632,0.413,0.318,0.254,6,19,86.4,3.7,2032,92.8,93.65,5,33,39,0.7999999999999972,6.65,118,151,116,150,291,324,298,"-1.383","1.383","71.2","6.9","1.373250432",20,17,3,1,1,1,2,10,1,5,2.39236,0.26014,0.91347,-0.22764,"92.6",154,29.411764705882355,11.76470588235294,10,5.48,-1.79,-0.29,2.38,0.35,2,"1.920833333",0.291,0.443,"-1.920833333",0.062,0.059,0.189,0.095,15.2,"25.3",5.665613353806615,7.05440872747279,34.652539570126564,0.3333333333333333,36.578822506500785,26.62261202850086
72,669145,"Zimmermann, Bruce",72,100,0.3,0.15,0.333,0.45,0.34,0.261,0.235,6,20,87.2,22.6,2273,86,85.94,3,29,43,-0.09999999999999432,6.1,115,149,105,149,304,316,299,"-0.362","0.362","70.7","7.2","2.287002068",21,18,3,3,0,0,2,9.5,1,4.8,2.785,0.29417,0.48167,-0.00556,"92.0",169,27.77777777777778,0,0,5.93,1.53,0.16,2.47,0.333,0,"0.502777778",0.271,0.324,"-0.502777778",0.065,0.062,0.126,0.079,10.3,"42.1",11.252790446474558,1.0765747664608412,30.016578443114852,0.4642857142857143,37.440238696220426,29.427454966181323
72,624431,"Trevino, Jose",72,100,0.519,0.074,0.538,0.593,0.504,0.436,0.396,14,27,93.3,12.5,855,46.3,44.03,1,36,36,-2.299999999999997,4.08,114,150,122,145,305,317,290,"-5.001","5.001","73.7","7.1","0.237294252",29,26,12,2,0,0,1,3.4,1,3.4,10.86236,1.12681,-0.159,-0.02643,"95.9",173,53.84615384615385,11.538461538461538,10.344827586206897,6.84,-1.98,0.09,2.28,0.552,3,"6.945833333",0.438,0.57,"-6.945833333",0.123,0.11400000000000005,0.023,0.068,2.8,"55.8",17.351666355413265,-12.391771678498023,30.49441918011724,0.4074074074074074,33.798839577811506,39.27819555357955
72,670912,"Oviedo, Johan",72,100,0.4,0.533,0.364,0.933,0.545,0.484,0.338,6,15,92.4,16.5,2292,86.8,87.99,5,37,35,1.2000000000000028,7.16,112,151,119,147,289,324,279,"-3.522","3.522","69.9","7.4","5.880244531",18,13,2,2,0,2,3,16.7,1,5.6,2.60389,0.515,-0.09903,-0.03125,"93.2",173,61.53846153846154,23.076923076923077,16.666666666666664,5.46,-2.86,0.16,2.14,0.444,3,"4.891666667",0.402,0.767,"-4.891666667",0.062,0.04199999999999998,0.166,0.061,13.5,"23.5",11.551857088607907,-13.532584650153604,33.82282718271337,0.5833333333333334,35.1143667532159,35.05519227058167
71,642759,"Fernández, Julian",71,100,0.2,0.2,0.167,0.4,0.29,0.301,0.204,3,15,86.9,25.8,2089,92.5,93.13,8,29,42,0.5999999999999943,6.62,110,147,123,150,307,326,310,"0.416","-0.416","69.1","7.3","2.905258867",18,13,2,0,0,1,3,16.7,2,11.1,1.64972,1.03239,0.191,-0.101,"92.6",193,53.84615384615385,7.6923076923076925,5.555555555555555,6.43,-2,0.04,2.46,0.278,1,"-0.585915493",0.285,0.414,"0.585915493",-0.004,-0.006999999999999951,-0.014,-0.011,27.6,"49.5",7.884049356553794,-4.343442647295024,33.32710267897242,0.5517241379310345,36.00706500609074,33.45867352123064
71,683155,"Estes, Joey",71,100,0.313,0.438,0.333,0.75,0.43,0.263,0.237,5,16,91.8,23.1,2393,88.4,88.85,12,37,34,0.5,6.22,118,147,119,150,292,326,301,"-1.297","1.297",,,,18,13,1,2,1,1,4,22.2,1,5.6,2.21831,0.69437,-0.02,0.02056,"91.3",214,30.76923076923077,7.6923076923076925,5.555555555555555,5.72,-2.99,-0.2,2.82,0.333,1,"1.826760563",0.266,0.351,"-1.826760563",0.076,0.067,0.399,0.167,32.4,"35.2",,,,,,
